Symbol,SName
KACHCHH.BO,Kachchh Minerals Limited
TRANSFRE.BO,Trans Freight Containers Limited
INFORTEC.BO,Informed Technologies India Limited
KZLFIN.BO,K Z Leasing and Finance Limited
JINDCAP.BO,Jindal Capital Limited
MILLENNIUM.BO,Millennium Online Solutions (India) Limited
STRLGUA.BO,Sterling Guaranty & Finance Limited
MIDEASTP.BO,Mid East Portfolio Management Limited
SLSTLQ.BO,Sri Lakshmi Saraswathi Textiles (Arni) Limited
MAHALXSE.BO,Mahalaxmi Seamless Limited
KANDAGIRI.BO,Kandagiri Spinning Mills Limited
BERLDRG.BO,Beryl Drugs Limited
LONTE.BO,Longview Tea Company Limited
ORGCOAT.BO,Organic Coatings Limited
PFLINFOTC.BO,PFL Infotech Limited
NEELKAN.BO,Neelkanth Rockminerals Limited
INDRANIB.BO,Indrayani Biotech Limited
SYMBIOX.BO,Symbiox Investment & Trading Co Ltd
PROMACT.BO,Promact Impex Limited
FUTURSEC.BO,Futuristic Securities Limited
OONE.BO,ObjectOne Information Systems Limited
DHENUBUILD.BO,Dhenu Buildcon Infra Limited
IYKOTHITE.BO,Iykot Hitech Toolroom Limited
TAAZAINT.BO,Taaza International Limited
MARGOFIN.BO,Margo Finance Limited
IISL.BO,Ishaan Infrastructures and Shelters Limited
ADCON.BO,Adcon Capital Services Limited
NAGTECH.BO,Nagarjuna Agri-Tech Limited
ALCHCORP.BO,Alchemist Corporation Limited
HITTCO.BO,Hittco Tools Limited
SITAENT.BO,Sita Enterprises Limited
GRATEXI.BO,Gratex Industries Limited
AFEL.BO,AF Enterprises Limited
GOPAIST.BO,Gopal Iron & Steel Co. (Gujarat) Limited
SURFI.BO,Suryo Foods & Industries Limited
RAMGOPOLY.BO,Ramgopal Polytex Limited
KBSINDIA.BO,KBS India Limited
CLFL.BO,Classic Leasing & Finance Limited
INTRGLB.BO,Inter Globe Finance Limited
ANNAINFRA.BO,Anna Infrastructures Limited
ARISE.BO,Arihant's Securities Limited
INDRENEW.BO,Ind Renewable Energy Limited
CATVISION.BO,Catvision Limited
CHEMOPH.BO,Chemo Pharma Laboratories Limited
PHCAP.BO,P.H. Capital Limited
INDRAIND.BO,Indra Industries Limited
COLINZ.BO,Colinz Laboratories Limited
VISIONCINE.BO,Vision Cinemas Limited
GLITTEKG.BO,Glittek Granites Limited
INDXTRA.BO,IEL Limited
SBFL.BO,Shree Bhavya Fabrics Limited
BRIDGESE.BO,Bridge Securities Limited
MPCOSEMB.BO,Mipco Seamless Rings (Gujarat) Limited
NCLRESE.BO,NCL Research & Financial Services Limited
SUDAI.BO,Sudal Industries Limited
NETLINK.BO,Netlink Solutions (India) Limited
KMFBLDR.BO,KMF Builders & Developers Limited
ODYCORP.BO,Odyssey Corporation Limited
MINAXI.BO,Minaxi Textiles Limited
STDBAT.BO,The Standard Batteries Limited
SHVFL.BO,Shreevatsaa Finance and Leasing Limited
WELCURE.BO,Welcure Drugs & Pharmaceuticals Limited
NOGMIND.BO,Neogem India Limited
PMTELELIN.BO,P.M. Telelinnks Limited
TRISHAKT.BO,Trishakti Electronics & Industries Limited
ADIEXRE.BO,Adinath Exim Resources Limited
AJEL.BO,Ajel Limited
FRASER.BO,Fraser and Company Limited
LIBORDFIN.BO,Libord Finance Limited
STRGRENWO.BO,Sterling Greenwoods Limited
JPTSEC.BO,JPT Securities Limited
PAEL.BO,PAE Limited
GAGAN.BO,Gagan Gases Limited
CONTICON.BO,Continental Controls Limited
PANELEC.BO,Pan Electronics (India) Limited
ASHRAM.BO,Ashram Online.com Limited
RAJKSYN.BO,Rajkamal Synthetics Limited
PADMALAYAT.BO,Padmalaya Telefilms Limited
PASARI.BO,Pasari Spinning Mills Limited
UNISHIRE.BO,Unishire Urban Infra Limited
SUNRAJDI.BO,Sunraj Diamond Exports Limited
BAMPSL.BO,Bampsl Securities Limited
KCLINFRA.BO,KCL Infra Projects Limited
NIHARINF.BO,Nihar Info Global Limited
RLF.BO,RLF Limited
DHARFIN.BO,Dharani Finance Limited
AMFORG.BO,Amforge Industries Limited
CAPRICORN.BO,Capricorn Systems Global Solutions Limited
SAENTER.BO,South Asian Enterprises Limited
SIELFNS.BO,Siel Financial Services Limited
EKAMLEA.BO,Ekam Leasing and Finance Co. Ltd.
PEETISEC.BO,Peeti Securities Limited
CRANEINFRA.BO,Crane Infrastructure Limited
ARAVALIS.BO,Aravali Securities & Finance Limited
CONTILI.BO,Contil India Limited
ZDHJERK.BO,Dhanvantri Jeevan Rekha Limited
SHIVAGR.BO,Shivagrico Implements Limited
CORNE.BO,Coral Newsprints Ltd
SUPERTEX.BO,Supertex Industries Limited
JAIHINDS.BO,Jaihind Synthetics Limited
GITARENEW.BO,Gita Renewable Energy Limited
PADAMCO.BO,Padam Cotton Yarns Limited
INDAGIV.BO,Ind Agiv Commerce Limited
BETXIND.BO,Betex India Limited
RAJINFRA.BO,Rajeswari Infrastructure Limited
SALEM.BO,Salem Erode Investments Limited
SOVERDIA.BO,Sovereign Diamonds Limited
VIKALPS.BO,Vikalp Securities Limited
MULLER.BO,Muller & Phipps (India) Limited
SPSL.BO,Shree Precoated Steels Limited
KHOOBSURAT.BO,Khoobsurat Limited
MEHTAHG.BO,Mehta Housing Finance Limited
KIRANSY-B.BO,Kiran Syntex Limited
CEENIK.BO,Ceenik Exports (India) Limited
INCON.BO,Incon Engineers Limited
KORE.BO,Kore Foods Limited
RCL.BO,Radhagobind Commercial Limited
KJMCFIN.BO,KJMC Financial Services Limited
IBRIGST.BO,Indian Bright Steel Company Limited
SYBLY.BO,Sybly Industries Limited
ROYALIND.BO,Royal India Corporation Limited
NYSSACORP.BO,Nyssa Corporation Limited
SUPERBAK.BO,Super Bakers (India) Limited
MPAGI.BO,M P Agro Industries Limited
GARWAMAR.BO,Garware Marine Industries Limited
REGTRUS.BO,Regency Trust Limited
RAJGASES.BO,Rajasthan Gases Limited
SPICEISL.BO,Spice Islands Apparels Limited
SRMENERGY.BO,SRM Energy Limited
RICHIRICH.BO,Richirich Inventures Limited
JAUSPOL.BO,Jauss Polymers Limited
KIRANPR.BO,Kiran Print-Pack Limited
JAIMATAG.BO,Jai Mata Glass Limited
PRIMIND.BO,Prime Industries Ltd.
MAYURFL.BO,Mayur Floorings Limited
TWINSTAR.BO,Twinstar Industries Limited
APIL.BO,AVI Products India Limited
ADVIKCA.BO,Advik Capital Limited
PANKAJPO.BO,Pankaj Polymers Limited
SHESHAINDS.BO,Sheshadri Industries Limited
RICHAIND.BO,Richa Industries Limited
ABIRAFN.BO,Abirami Financial Services (India) Limited
AVIVA.BO,Aviva Industries Limited
HEERAISP.BO,Heera Ispat Limited
CHENFERRO.BO,Chennai Ferrous Industries Limited
SRECR.BO,Sreechem Resins Limited
SHAQUAK.BO,52 Weeks Entertainment Limited
IPOWER.BO,i Power Solutions India Limited
DOLPHMED.BO,Dolphin Medical Services Limited
JAYBHCR.BO,Jayabharat Credit Limited
VBIND.BO,V. B. Industries Limited
GLOBALCA.BO,Global Capital Markets Limited
CARNATIN.BO,Carnation Industries Limited
BAZELINTER.BO,Bazel International Limited
DAULAT.BO,Daulat Securities Limited
ASINPET.BO,Asian Petro Products and Exports Limited
MINOLTAF.BO,Minolta Finance Limited
VAXHS.BO,Vax Housing Finance Corporation Limited
EXPLICITFIN.BO,Explicit Finance Limited
ARCEEIN.BO,Arcee Industries Limited
TPROJECT.BO,Thirani Projects Limited
CITYONLINE.BO,City Online Services Limited
RASSIREF.BO,Raasi Refractories Limited
PANAFIC.BO,Panafic Industrials Limited
VBDESAI.BO,V. B. Desai Financial Services Limited
GOLDLINE.BO,Gold Line International Finvest Limited
HARIAEXPO.BO,Haria Exports Limited
CISTRO.BO,Cistro Telelink Limited
4THGEN.BO,Fourth Generation Information Systems Limited
GUJCMDS.BO,Gujchem Distillers India Limited
INNOCORP.BO,Innocorp Limited
TTIENT.BO,TTI Enterprise Limited
VANICOM.BO,Vani Commercials Limited
UNITEDTE.BO,United Textiles Limited
ASHISHPO.BO,Ashish Polyplast Limited
JJFINCOR.BO,J.J. Finance Corporation Limited
IBINFO.BO,IB Infotech Enterprises Limited
GOLDCOINHF.BO,GoldCoin Health Foods Limited
IDM.BO,International Data Management Limited
NNTL.BO,N2N Technologies Limited
HBLEAS.BO,HB Leasing and Finance Company Limited
MAITRI.BO,Maitri Enterprises Limited
OSWAYRN.BO,Oswal Yarns Limited
ENTRINT.BO,Enterprise International Limited
SUNGOLD.BO,Sungold Capital Limited
KABRADG.BO,Kabra Drugs Limited
LEADFIN.BO,Lead Financial Services Limited
GRAVITY.BO,Gravity (India) Limited
GKCONS.BO,G.K. Consultants Limited
PANKAJPIYUS.BO,Pankaj Piyush Trade and Investment Limited
ABCGAS.BO,ABC Gas (International) Limited
MIVENMACH.BO,Miven Machine Tools Limited
LESHAIND.BO,Lesha Industries Limited
VISAGAR.BO,Visagar Financial Services Limited
JHACC.BO,Jhaveri Credits and Capital Limited
VISIONCO.BO,Vision Corporation Limited
SAFFRON.BO,Saffron Industries Limited
SVAMSOF.BO,Svam Software Limited
LOOKS.BO,Looks Health Services Limited
FGP.BO,FGP Limited
GSLSEC.BO,GSL Securities Limited
QUEST.BO,Quest Softech (India) Limited
DARJEELING.BO,Darjeeling Ropeway Company Limited
PIFL.BO,Pacheli Industrial Finance Limited
CHMBBRW.BO,Chambal Breweries & Distilleries Limited
SIDDHA.BO,Siddha Ventures Limited
BISIL.BO,Bisil Plast Limited
AGIOPAPER.BO,Agio Paper & Industries Limited
INDOCITY.BO,Indo-City Infotech Limited
GOLKONDA.BO,Golkonda Aluminium Extrusions Limited
GUJINV.BO,Gujarat Investa Limited
NUTRICIRCLE.BO,Nutricircle Limited
COMPUPN.BO,Computer Point Limited
ATHARVENT.BO,Atharv Enterprises Limited
GARWSYN.BO,Garware Synthetics Limited
DELTA.BO,Delta Industrial Resources Limited
SHAHFOOD.BO,Shah Foods Limited
MAHANIN.BO,Mahan Industries Limited
DHRUVCA.BO,Dhruva Capital Services Ltd.
ANJANIFIN.BO,Anjani Finance Limited
RLFL.BO,Ramchandra Leasing and Finance Limited
KKPLASTICK.BO,Kkalpana Plastick Limited
HITKITGLO.BO,Hit Kit Global Solutions Limited
CCFCL.BO,Classic Global Finance and Capital Limited
BRIJLEAS.BO,Brijlaxmi Leasing & Finance Limited
LWSKNIT.BO,LWS Knitwear Limited
QUASAR.BO,Quasar India Limited
YARNSYN.BO,Yarn Syndicate Limited
MINFY.BO,Mahaveer Infoway Limited
RAGHUNAT.BO,Raghunath International Limited
MUKATPIP.BO,Mukat Pipes Limited
ADINATH.BO,Adinath Textiles Limited
KRISHNACAP.BO,Krishna Capital & Securities Limited
SILVERO.BO,Silveroak Commercials Limited
ZKHANDEN.BO,Khandelwal Extractions Limited
CLIOINFO.BO,Clio Infotech Limited
UNISTRMU.BO,Unistar Multimedia Limited
MONGIPA.BO,Moongipa Capital Finance Limited
TTIL.BO,Tirupati Tyres Limited
ELANGO.BO,Elango Industries Limited
POLYTEX.BO,Polytex India Limited
DIAMANT.BO,Diamant Infrastructure Limited
JTAPARIA.BO,J. Taparia Projects Limited
KUSHIND.BO,Kush Industries Limited
SAWABUSI.BO,Sawaca Business Machines Limited
UNIVARTS.BO,Universal Arts Limited
KAKTEX.BO,Kakatiya Textiles Limited
KHYATI.BO,Khyati Multimedia Entertainment Limited
DECPO.BO,Deccan Polypacks Limited
MODWOOL.BO,Modella Woollens Limited
EDSL.BO,eDynamics Solutions Limited
ADVIKLA.BO,Advik Laboratories Limited
SPECTRA.BO,Spectra Industries Limited
AANANDALAK.BO,Aananda Lakshmi Spinning Mills Limited
MINID.BO,Mini Diamonds (India) Limited
USHAKIRA.BO,Ushakiran Finance Limited
KOCL.BO,Kome-on Communication Limited
BPCAP.BO,B. P. Capital Limited
KANELIND.BO,Kanel Industries Limited
BITL.BO,Bronze Infra-Tech Limited
PRATIK.BO,Pratik Panels Limited
BEEYU.BO,Beeyu Overseas Limited
FISCHER.BO,Fischer Chemic Limited
GEETANJ.BO,Geetanjali Credit and Capital Limited
SCAGRO.BO,SC Agrotech Limited
JAINCO.BO,Jainco Projects (India) Limited
ASHAI.BO,Ashiana Agro Industries Limited
TSPIRITUAL.BO,T. Spiritual World Limited
SUPRATRE.BO,Supra Trends Limited
PATIDAR.BO,Patidar Buildcon Limited
BARONINF.BO,Baron Infotech Limited
ABHIINFRA.BO,Abhishek Infraventures Limited
NATHUEC.BO,Natura Hue Chem Limited
SHIVA.BO,Shivansh Finserve Limited
CONFINT.BO,Confidence Finance and Trading Limited
KUBERJI.BO,Kuber Udyog Limited
SIMPLXPAP.BO,Simplex Papers Limited
EMAINDIA.BO,Ema India Limited
GTEIT.BO,G-Tech Info-Training Limited
HIGHSTREE.BO,High Street Filatex Limited
RGIL.BO,Rotographics (India) Limited
TAVERNIER.BO,Tavernier Resources Limited
VIRTUALS.BO,VirtualSoft Systems Limited
SHRAJSYNQ.BO,Shree Rajasthan Syntex Limited
ARYAVAN.BO,ARYAVAN ENTERPRISE LIMITED
ARISINT.BO,ARIS INTERNATIONAL LTD.
ADJIA.BO,Adjia Technologies Limited
INFRATRUST.BO,India Infrastructure Trust
KAARYAFSL.BO,Kaarya Facilities and Services
SKIFL.BO,Shree Krishna Infrastructure L
GUJINJEC.BO,GUJARAT INJECT (KERALA) LTD.
LAXMIPATI.BO,LAXMIPATI ENGINEERING WORKS LI
INNOVATUS.BO,Innovatus Entertainment Networ
ARCL.BO,ARCL Organics Ltd
SAILANI.BO,SAILANI TOURS N TRAVELS LIMITE
RCAN.BO,Rajeshwari Cans Limited
KGES.BO,Kuberan Global Edu Solutions L
KAPILCO.BO,Kapil Cotex Limited
IGCIL.BO,IGC Industries Limited
EASUN.BO,Easun Capital Markets Limited
RONI.BO,Roni Households Limited
UNTTEMI.BO,UNITED LEASING & INDUSTRIES LT
CARGOTRANS.BO,Cargotrans Maritime Limited
MEHSECU.BO,MEHTA SECURITIES LTD.
SSTL.BO,Safa Systems & Technologies Li
SREEJAYA.BO,Sree Jayalakshmi Autospin Limited
INTEGFD.BO,Integrated Proteins Limited
MUNCAPM.BO,Munoth Capital Market Limited
SISL.BO,Share India Securities Limited
MUDUNURU.BO,Mudunuru Limited
FRANKLIN.BO,Franklin Leasing and Finance Limited
OLYOI.BO,Olympic Oil Industries Limited
NORRIS.BO,Norris Medicines Limited
SINNAR.BO,Sinnar Bidi Udyog Limited
HBEL.BO,Humming Bird Education Limited
MHSGRMS.BO,Mahasagar Travels Limited
HRMNYCP.BO,Harmony Capital Services Limited
GLHRL.BO,Global Longlife Hospital and R
IDFSENSEXE.BO,IDFC Sensex ETF
DITCO.BO,Decorous Investment and Trading Company Limited
KHAZANCHI.BO,Khazanchi Jewellers Limited
BBNPPGOLD.BO,BARODA BNP PARIBAS MUTUAL FUND
TGIF.BO,TGIF AGRIBUSINESS LIMITED
REXSEAL.BO,Rex Sealing and Packing Indust
DECANBRG.BO,Deccan Bearings Limited
LELAVOIR.BO,LE LAVOIR LIMITED
INLANPR.BO,Inland Printers Limited
INDERGR.BO,Indergiri Finance Limited
BANKETFADD.BO,DSP Mutual Fund
SPS.BO,SPS Finquest Limited
VARDHMAN.BO,Vardhman Concrete Limited
UCIL.BO,UNIFINZ CAPITAL INDIA LIMITED
SW1.BO,SW Investments Limited
EPUJA.BO,EPUJA SPIRITECH LIMITED
BENARA.BO,Benara Bearings and Pistons Li
SONALIS.BO,Sonalis Consumer Products Limi
JETINFRA.BO,Jet Infraventure Limited
SILVRETF.BO,Mirae Asset Mutual Fund
DFL.BO,Decillion Finance Limited
SHAMROIN.BO,SHAMROCK INDUSTRIAL CO.LTD.
NOVIS.BO,Nova Iron & Steel Limited
SERVOTEACH.BO,Servoteach Industries Limited
SOMAPPR.BO,SOMA PAPERS & INDUSTRIES LTD.
BITS.BO,Bits Limited
ORCHASP.BO,ORCHASP LIMITED
KONNDOR.BO,KONNDOR INDUSTRIES LIMITED
KENFIN.BO,KEN FINANCIAL SERVICES LTD.
SYTIXSE.BO,SYSTEMATIX SECURITIES LTD.
ECOHOTELS.BO,ECO HOTELS AND RESORTS LIMITED
LUCENT.BO,LUCENT INDUSTRIES LIMITED
SYLPH.BO,Sylph Technologies Limited
EUREKAI.BO,Eureka Industries Limited
VLL.BO,Virat Leasing Limited
CINERAD.BO,Cinerad Communications Limited
NAKSH.BO,Naksh Precious Metals Limited
DATASOFT.BO,DATASOFT APPLICATION SOFTWARE
SHAHLON.BO,Shahlon Silk Industries Limite
SPRIGHT.BO,SPRIGHT AGRO LIMITED
SHYAMAINFO.BO,Shyama Infosys Limited
KAHAN.BO,Kahan Packaging Limited
NIKKIGL.BO,Nikki Global Finance Limited
AAPLUSTRAD.BO,AA Plus Tradelink Limited
HARSHILAGR.BO,HARSHIL AGROTECH LIMITED
MCLTD.BO,MUNOTH COMMUNICATION LIMITED
HDFCPSUBK.BO,HDFC Mutual Fund
NIEHSPL.BO,Nippon India Mutual Fund
DEVLAB.BO,Dev Labtech Venture Limited
HARSHDEEP.BO,HARSHDEEP HORTICO LIMITED
KOTIC.BO,KOTHARI INDUSTRIAL CORPORATION
QLL.BO,Qualitek Labs Limited
SMEL.BO,Sungold Media and Entertainmen
RSTL.BO,Riddhi Steel and Tube Limited
PIOTEX.BO,Piotex Industries Limited
MLINDLTD.BO,M LAKHAMSI INDUSTRIES LIMITED
MILEFUR.BO,Milestone Furniture Limited
SGFIN.BO,SG FINSERVE LIMITED
HFIL.BO,HIMALAYA FOOD INTERNATIONAL LI
SOBME.BO,SOBHAGYA MERCHANTILE LTD.
ARL.BO,Anand Rayons Limited
BONLON.BO,BONLON INDUSTRIES LIMITED
TOYAMSL.BO,TOYAM SPORTS LIMITED
PRIMEFRESH.BO,PRIME FRESH LIMITED
CBPL.BO,Chandra Bhagat Pharma Limited
FABINO.BO,Fabino Life Sciences Limited
NSL.BO,Northern Spirits Limited
YARNPP.BO,Yarn Syndicate Ltd.
EIKO.BO,EIKO LIFESCIENCES LIMITED
JGTL.BO,JASCH GAUGING TECHNOLOGIES LIM
HEALTHY.BO,Aditya Birla Sun Life Amc Ltd. - Absl Mutual Fund - Absl Nifty Healthcare Etf
TANVI.BO,Tanvi Foods (India) Limited
GGDPROP.BO,G. G. Dandekar Properties Limi
SENSEX1.BO,KOTAK MAHINDRA MUTUAL FUND
INNOVATORS.BO,Innovators Facade Systems Limi
SEML.BO,Sunrise Efficient Marketing Li
HINDBIO.BO,Hindustan Bio Sciences Limited
REGIS.BO,REGIS INDUSTRIES LIMITED
FLOMIC.BO,FLOMIC GLOBAL LOGISTICS LIMITE
NATHIND.BO,NATH INDUSTRIES LIMITED
GALLOPENT.BO,Gallops Enterprise Limited
SUNITATOOL.BO,Sunita Tools Limited
NIFTYQLITY.BO,Aditya Birla Sun Life Mutual F
CHALLANI.BO,CHALLANI CAPITAL LIMITED
AVEER.BO,Aveer Foods Limited
AAL.BO,A-1 Acid Limited
KAKA.BO,Kaka Industries Limited
RRIL.BO,RRIL LIMITED
SHANTIDENM.BO,SHANTI SPINTEX LIMITED
CDG.BO,CDG PETCHEM LIMITED
CROPSTER.BO,CROPSTER AGRO LIMITED
COSMICCRF.BO,Cosmic CRF Limited
ABSLNN50ET.BO,Aditya Birla Sun Life Mutual F
BSELALGO.BO,BSEL ALGO LIMITED
ACCEDERE.BO,ACCEDERE LIMITED
SILVERETF.BO,UTI Mutual Fund
ASIIL.BO,ASI INDUSTRIES LIMITED
ALPHAETF.BO,Mirae Asset Mutual Fund
AQFINTECH.BO,ALGOQUANT FINTECH LIMITED
DOLFIN.BO,Dolfin Rubbers Limited
HEMACEM.BO,HEMADRI CEMENTS LTD.
UPHOT.BO,U.P.HOTELS LTD.
NIFTY1.BO,KOTAK MAHINDRA MUTUAL FUND - K
PSUBANK.BO,KOTAK MAHINDRA MUTUAL FUND - K
MOM100.BO,MOTILAL OSWAL MUTUAL FUND - MO
SGFIN.BO,SG FINSERVE LIMITED
HFIL.BO,HIMALAYA FOOD INTERNATIONAL LI
SOBME.BO,SOBHAGYA MERCHANTILE LTD.
TMTIND-B1.BO,TMT (INDIA) LTD.
NIF100IETF.BO,ICICI Prudential Nifty 100 ETF
MCFL.BO,Mayank Cattle Food Limited
PRIMEFRESH.BO,PRIME FRESH LIMITED
CBPL.BO,Chandra Bhagat Pharma Limited
FABINO.BO,Fabino Life Sciences Limited
SPITZE.BO,Maruti Interior Products Limit
NSL.BO,Northern Spirits Limited
YARNPP.BO,Yarn Syndicate Ltd.
EVEXIA.BO,EVEXIA LIFECARE LIMITED
ARL.BO,Anand Rayons Limited
BONLON.BO,BONLON INDUSTRIES LIMITED
ICICIB22.BO,ICICI Prudential Mutual Fund
ABSLBANETF.BO,Aditya Birla Sun Life Mutual F
YSL.BO,The Yamuna Syndicate Ltd
MMLF.BO,Money Masters Leasing & Finance Limited
HDFCNIF100.BO,HDFC Mutual Fund
GALAGEX.BO,Galaxy Agrico Exports Limited
VIRYA.BO,VIRYA RESOURCES LIMITED
MLINDLTD.BO,M LAKHAMSI INDUSTRIES LIMITED
MILEFUR.BO,Milestone Furniture Limited
TIHIL.BO,TRANS INDIA HOUSE IMPEX LIMITE
SPAR.BO,SPARC ELECTREX LIMITED
SATTRIX.BO,SATTRIX INFORMATION SECURITY L
TOYAMSL.BO,TOYAM SPORTS LIMITED
PRAVEG.BO,PRAVEG LIMITED
MIHIKA.BO,Mihika Industries Limited
EVERFIN.BO,EVERLON FINANCIALS LIMITED
IRONWOOD.BO,IRONWOOD EDUCATION LIMITED
DEEP.BO,Deep Polymers Limited
HDFCNIFIT.BO,HDFC Mutual Fund
JONJUA.BO,Jonjua Overseas Limited
AMARSEC.BO,Amarnath Securities Limited
CWD.BO,CWD Limited
RHETAN.BO,Rhetan TMT Limited
BIZOTIC.BO,Bizotic Commercial Limited
DRONACHRYA.BO,Droneacharya Aerial Innovation
HDFCGOLD.BO,HDFC MUTUAL FUND - HDFC GOLD E
NIBE.BO,NIBE LIMITED
GOLDIETF.BO,ICICI Prudential Gold ETF
VOEPL.BO,Virtuoso Optoelectronics Limit
ROSEMER.BO,ROSE MERC.LTD.
SETFGOLD.BO,SBI MUTUAL FUND - SBI GOLD EXC
BANKIETF.BO,ICICI Prudential Mutual Fund
WAAREE.BO,WAAREE TECHNOLOGIES LIMITED
GUJTLRM-RE.BO,Gujarat Toolroom Ltd.
COLABCLOUD.BO,COLAB CLOUD PLATFORMS LIMITED
AGOL.BO,Ashapuri Gold Ornament Limited
STAL.BO,Storage Technologies and Autom
RAMSONS.BO,RAMSONS PROJECTS LTD.
AIRLTD.BO,AVISHKAR INFRA REALTY LIMITED
SWADHATURE.BO,Swadha Nature Limited
FLORATX.BO,FLORA TEXTILES LTD.
STEPHANOTIS.BO,STEPHANOTIS FINANCE LIMITED
NUWAY.BO,Nuway Organic Naturals India Limited
AVASARA.BO,Avasara Finance Limited
BANSTEA.BO,BANSISONS TEA INDUSTRIES LTD.
BHATEXT.BO,BHARAT TEXTILES & PROOFING IND
INVIGO.BO,Invigorated Business Consultin
RSCINT.BO,RSC International Limited
NATURO.BO,NATURO INDIABULL LIMITED
PROGREXV.BO,PROGREX VENTURES LIMITED
NIEHSPG.BO,Nippon India Mutual Fund
ECSTSTL.BO,Eastcoast Steel Limited
EPBIO.BO,EP BIOCOMPOSITES LIMITED
KARANWO.BO,Manor Estates and Industries Limited
SFSL.BO,Shashwat Furnishing Solutions
SOURCEIND.BO,Source Industries (India) Limited
PCL.BO,Prospect Commodities Limited
SSPNFIN.BO,SSPN Finance Limited
SICAPIT.BO,SI Capital & Financial Services Limited
INDOUS.BO,Indo US Bio-Tech Limited
ANGEL.BO,Angel Fibers Limited
JACKSON.BO,JACKSON INVESTMENTS LTD
NEELKANTH.BO,NEELKANTH LIMITED
GCMCOMM.BO,GCM Commodity & Derivatives Limited
THAKRAL.BO,Thakral Services (India) Limited
EUROASIA.BO,Euro Asia Exports Limited
CHOTHANI.BO,CHOTHANI FOODS LIMITED
SCANPRO.BO,SCAN PROJECTS LTD.
EY.BO,EYANTRA VENTURES LIMITED
AXISCETF.BO,Axis Mutual Fund
TINNATFL.BO,Tinna Trade Limited
OCTAVIUSPL.BO,Octavius Plantations Limited
RFSL.BO,Richfield Financial Services L
ESPIRE.BO,ESPIRE HOSPITALITY LIMITED
APTPACK.BO,APT PACKAGING LTD.
WOMENNET.BO,Pagaria Energy Limited
CINDRELL.BO,Cindrella Financial Services Limited
SHANTIGURU.BO,SHANTI GURU INDUSTRIES LIMITED
MISHDESIGN.BO,Mish Designs Limited
WITS.BO,Wherrelz IT Solutions Limited
HYPERSOFT.BO,HyperSoft Technologies Limited
OXYGENTAPH.BO,OXYGENTA PHARMACEUTICAL LIMITE
RRFIN.BO,RR Financial Consultants Limited
KDL.BO,Kkrrafton Developers Limited
GOBLIN.BO,GOBLIN INDIA LIMITED
SMARITIME.BO,Sahara Maritime Limited
CONTAINE.BO,CONTAINE TECHNOLOGIES LIMITED
08GPG.BO,Nippon India Mutual Fund
NEXUSSURGL.BO,NEXUS SURGICAL AND MEDICARE LI
DRL.BO,Disha Resources Limited
ONEGLOBAL.BO,ONE GLOBAL SERVICE PROVIDER LI
FIRSTFIN.BO,FIRST FINTEC LIMITED
ARIGATO.BO,ARIGATO UNIVERSE LIMITED
VXLINSTR.BO,VXL Instruments Limited
AMBIT.BO,AMBITIOUS PLASTOMAC COMPANY LT
MIDINDIA.BO,Mid India Industries Limited
JOHNPHARMA.BO,JOHNSON PHARMACARE LIMITED
HILIKS.BO,HILIKS TECHNOLOGIES LIMITED
YAANENT.BO,YAAN ENTERPRISES LIMITED
VUENOW.BO,VUENOW INFRATECH LIMITED
HARIAAPL.BO,Haria Apparels Limited
SGNTE.BO,SGN Telecoms Limited
MADHUSE.BO,Madhusudan Securities Limited
GARBIFIN.BO,Garbi Finvest Limited
BHANDERI.BO,BHANDERI INFRACON LTD
MENAMANI.BO,MENA MANI INDUSTRIES LIMITED
DMR.BO,DMR Hydroengineering & Infrast
ASSOCIATED.BO,Associated Coaters Limited
MACIND.BO,Machhar Industries Limited
KRIFILIND.BO,KRISHNA FILAMENT INDUSTRIES LI
NIESSPE.BO,Nippon India Mutual Fund
PRIMEURB.BO,Prime Urban Development India Limited
PANABYTE.BO,PANABYTE TECHNOLOGIES LIMITED
MOQUALITY.BO,Motilal Oswal Mutual Fund
QUAL30IETF.BO,ICICI Prudential Mutual Fund
MOM50.BO,MOTILAL OSWAL MUTUAL FUND
BRANDBUCKT.BO,Brandbucket Media & Technology
NOVATEOR.BO,Novateor Research Laboratories
SAICOM.BO,SAIANAND COMMERCIAL LIMITED
BIOGEN.BO,BIOGEN PHARMACHEM INDUSTRIES L
BCPL.BO,BCPL Railway Infrastructure Li
GOEL.BO,Goel Food Products Limited
PUROHITCON.BO,Purohit Construction Limited
SHAKTIPR.BO,Shakti Press Limited
UTINIFTETF.BO,UTI Nifty ETF
JMDVL.BO,JMD Ventures Limited
WORL.BO,White Organic Retail Limited
GANHOLD.BO,GANESH HOLDINGS LTD.
MURAE.BO,Murae Organisor Limited
ARYAN.BO,Aryan Share & Stock Brokers Lt
KASHYAP.BO,Kashyap Tele-Medicines Limited
DEL.BO,Dhanashree Electronics Limited
BOMTALKIES.BO,BOMBAY TALKIES LIMITED
BRRL.BO,B-RIGHT REALESTATE LIMITED
SARUPINDUS.BO,Sarup Industries Limited
SNIM.BO,Svarnim Trade Udyog Limited
SUUMAYA.BO,SUUMAYA CORPORATION LIMITED
NIFTYIETF.BO,ICICI Prudential Nifty ETF
TITANIN.BO,TITAN INTECH LIMITED
FLORACORP.BO,Flora Corporation Limited
